STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,month,day,hour,DLY-TAVG-NORMAL,meas_flag_DLY-TAVG-NORMAL,comp_flag_DLY-TAVG-NORMAL,years_DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,meas_flag_DLY-TMAX-NORMAL,comp_flag_DLY-TMAX-NORMAL,years_DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,meas_flag_DLY-TMIN-NORMAL,comp_flag_DLY-TMIN-NORMAL,years_DLY-TMIN-NORMAL,DLY-DUTR-NORMAL,meas_flag_DLY-DUTR-NORMAL,comp_flag_DLY-DUTR-NORMAL,years_DLY-DUTR-NORMAL,DLY-HTDD-NORMAL,meas_flag_DLY-HTDD-NORMAL,comp_flag_DLY-HTDD-NORMAL,years_DLY-HTDD-NORMAL,DLY-HTDD-BASE40,meas_flag_DLY-HTDD-BASE40,comp_flag_DLY-HTDD-BASE40,years_DLY-HTDD-BASE40,DLY-HTDD-BASE45,meas_flag_DLY-HTDD-BASE45,comp_flag_DLY-HTDD-BASE45,years_DLY-HTDD-BASE45,DLY-HTDD-BASE50,meas_flag_DLY-HTDD-BASE50,comp_flag_DLY-HTDD-BASE50,years_DLY-HTDD-BASE50,DLY-HTDD-BASE55,meas_flag_DLY-HTDD-BASE55,comp_flag_DLY-HTDD-BASE55,years_DLY-HTDD-BASE55,DLY-HTDD-BASE57,meas_flag_DLY-HTDD-BASE57,comp_flag_DLY-HTDD-BASE57,years_DLY-HTDD-BASE57,DLY-HTDD-BASE60,meas_flag_DLY-HTDD-BASE60,comp_flag_DLY-HTDD-BASE60,years_DLY-HTDD-BASE60,DLY-CLDD-NORMAL,meas_flag_DLY-CLDD-NORMAL,comp_flag_DLY-CLDD-NORMAL,years_DLY-CLDD-NORMAL,DLY-CLDD-BASE40,meas_flag_DLY-CLDD-BASE40,comp_flag_DLY-CLDD-BASE40,years_DLY-CLDD-BASE40,DLY-CLDD-BASE45,meas_flag_DLY-CLDD-BASE45,comp_flag_DLY-CLDD-BASE45,years_DLY-CLDD-BASE45,DLY-CLDD-BASE50,meas_flag_DLY-CLDD-BASE50,comp_flag_DLY-CLDD-BASE50,years_DLY-CLDD-BASE50,DLY-CLDD-BASE55,meas_flag_DLY-CLDD-BASE55,comp_flag_DLY-CLDD-BASE55,years_DLY-CLDD-BASE55,DLY-CLDD-BASE57,meas_flag_DLY-CLDD-BASE57,comp_flag_DLY-CLDD-BASE57,years_DLY-CLDD-BASE57,DLY-CLDD-BASE60,meas_flag_DLY-CLDD-BASE60,comp_flag_DLY-CLDD-BASE60,years_DLY-CLDD-BASE60,DLY-CLDD-BASE70,meas_flag_DLY-CLDD-BASE70,comp_flag_DLY-CLDD-BASE70,years_DLY-CLDD-BASE70,DLY-CLDD-BASE72,meas_flag_DLY-CLDD-BASE72,comp_flag_DLY-CLDD-BASE72,years_DLY-CLDD-BASE72,DLY-GRDD-BASE65,meas_flag_DLY-GRDD-BASE65,comp_flag_DLY-GRDD-BASE65,years_DLY-GRDD-BASE65,DLY-GRDD-BASE40,meas_flag_DLY-GRDD-BASE40,comp_flag_DLY-GRDD-BASE40,years_DLY-GRDD-BASE40,DLY-GRDD-BASE45,meas_flag_DLY-GRDD-BASE45,comp_flag_DLY-GRDD-BASE45,years_DLY-GRDD-BASE45,DLY-GRDD-BASE50,meas_flag_DLY-GRDD-BASE50,comp_flag_DLY-GRDD-BASE50,years_DLY-GRDD-BASE50,DLY-GRDD-BASE55,meas_flag_DLY-GRDD-BASE55,comp_flag_DLY-GRDD-BASE55,years_DLY-GRDD-BASE55,DLY-GRDD-BASE57,meas_flag_DLY-GRDD-BASE57,comp_flag_DLY-GRDD-BASE57,years_DLY-GRDD-BASE57,DLY-GRDD-BASE60,meas_flag_DLY-GRDD-BASE60,comp_flag_DLY-GRDD-BASE60,years_DLY-GRDD-BASE60,DLY-GRDD-BASE70,meas_flag_DLY-GRDD-BASE70,comp_flag_DLY-GRDD-BASE70,years_DLY-GRDD-BASE70,DLY-GRDD-BASE72,meas_flag_DLY-GRDD-BASE72,comp_flag_DLY-GRDD-BASE72,years_DLY-GRDD-BASE72,DLY-GRDD-TB4886,meas_flag_DLY-GRDD-TB4886,comp_flag_DLY-GRDD-TB4886,years_DLY-GRDD-TB4886,DLY-GRDD-TB5086,meas_flag_DLY-GRDD-TB5086,comp_flag_DLY-GRDD-TB5086,years_DLY-GRDD-TB5086,MTD-PRCP-NORMAL,meas_flag_MTD-PRCP-NORMAL,comp_flag_MTD-PRCP-NORMAL,years_MTD-PRCP-NORMAL,YTD-PRCP-NORMAL,meas_flag_YTD-PRCP-NORMAL,comp_flag_YTD-PRCP-NORMAL,years_YTD-PRCP-NORMAL
USW00093107,16-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,16,99,56.8, ,E,8,66.5, ,E,8,47.2, ,E,8,19.3, ,E,8,8.4, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,1.2, ,E,8,2.1, ,E,8,4.1, ,E,8,0.2, ,E,8,16.8, ,E,8,11.8, ,E,8,6.9, ,E,8,3, ,E,8,1.9, ,E,8,1, ,E,8,0, ,E,8,0, ,E,8,0.2, ,E,8,16.8, ,E,8,11.8, ,E,8,6.9, ,E,8,3, ,E,8,1.9, ,E,8,1, ,E,8,0, ,E,8,0, ,E,8,10.2, ,E,8,8.8, ,E,8,1.38, ,E,8,10.15, ,E,8
USW00093107,17-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,17,99,56.8, ,E,8,66.5, ,E,8,47.1, ,E,8,19.3, ,E,8,8.4, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,1.1, ,E,8,2.1, ,E,8,4.1, ,E,8,0.2, ,E,8,16.8, ,E,8,11.8, ,E,8,6.9, ,E,8,2.9, ,E,8,1.9, ,E,8,0.9, ,E,8,0, ,E,8,0, ,E,8,0.2, ,E,8,16.8, ,E,8,11.8, ,E,8,6.9, ,E,8,2.9, ,E,8,1.9, ,E,8,0.9, ,E,8,0, ,E,8,0, ,E,8,10.2, ,E,8,8.8, ,E,8,1.45, ,E,8,10.22, ,E,8
USW00093107,18-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,18,99,56.8, ,E,8,66.5, ,E,8,47.1, ,E,8,19.4, ,E,8,8.4, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,1.1, ,E,8,2, ,E,8,4.1, ,E,8,0.2, ,E,8,16.8, ,E,8,11.8, ,E,8,6.8, ,E,8,2.9, ,E,8,1.8, ,E,8,0.9, ,E,8,0, ,E,8,0, ,E,8,0.2, ,E,8,16.8, ,E,8,11.8, ,E,8,6.8, ,E,8,2.9, ,E,8,1.8, ,E,8,0.9, ,E,8,0, ,E,8,0, ,E,8,10.1, ,E,8,8.8, ,E,8,1.52, ,E,8,10.29, ,E,8
USW00093107,19-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,19,99,56.8, ,E,8,66.5, ,E,8,47.1, ,E,8,19.4, ,E,8,8.4, ,E,8,0, ,E,8,0, ,E,8,0,X,E,8,1, ,E,8,2, ,E,8,4, ,E,8,0.1, ,E,8,16.8, ,E,8,11.8, ,E,8,6.8, ,E,8,2.8, ,E,8,1.7, ,E,8,0.8, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,16.8, ,E,8,11.8, ,E,8,6.8, ,E,8,2.8, ,E,8,1.7, ,E,8,0.8, ,E,8,0, ,E,8,0, ,E,8,10.1, ,E,8,8.7, ,E,8,1.59, ,E,8,10.36, ,E,8
USW00093107,20-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,20,99,56.8, ,E,8,66.5, ,E,8,47, ,E,8,19.5, ,E,8,8.4, ,E,8,0, ,E,8,0, ,E,8,0,X,E,8,1, ,E,8,1.9, ,E,8,4, ,E,8,0.1, ,E,8,16.8, ,E,8,11.8, ,E,8,6.8, ,E,8,2.7, ,E,8,1.7, ,E,8,0.8, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,16.8, ,E,8,11.8, ,E,8,6.8, ,E,8,2.7, ,E,8,1.7, ,E,8,0.8, ,E,8,0, ,E,8,0, ,E,8,10.1, ,E,8,8.7, ,E,8,1.66, ,E,8,10.43, ,E,8
USW00093107,21-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,21,99,56.8, ,E,8,66.6, ,E,8,47, ,E,8,19.6, ,E,8,8.3, ,E,8,0, ,E,8,0, ,E,8,0,X,E,8,0.9, ,E,8,1.9, ,E,8,3.9, ,E,8,0.1, ,E,8,16.8, ,E,8,11.8, ,E,8,6.8, ,E,8,2.7, ,E,8,1.7, ,E,8,0.7, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,16.8, ,E,8,11.8, ,E,8,6.8, ,E,8,2.7, ,E,8,1.7, ,E,8,0.7, ,E,8,0, ,E,8,0, ,E,8,10.1, ,E,8,8.7, ,E,8,1.73, ,E,8,10.5, ,E,8
USW00093107,22-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,22,99,56.8, ,E,8,66.6, ,E,8,47, ,E,8,19.6, ,E,8,8.3, ,E,8,0, ,E,8,0, ,E,8,0,X,E,8,0.9, ,E,8,1.8, ,E,8,3.9, ,E,8,0.1, ,E,8,16.8, ,E,8,11.8, ,E,8,6.9, ,E,8,2.7, ,E,8,1.7, ,E,8,0.7, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,16.8, ,E,8,11.8, ,E,8,6.9, ,E,8,2.7, ,E,8,1.7, ,E,8,0.7, ,E,8,0, ,E,8,0, ,E,8,10.1, ,E,8,8.8, ,E,8,1.8, ,E,8,10.57, ,E,8
USW00093107,23-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,23,99,56.9, ,E,8,66.7, ,E,8,47, ,E,8,19.7, ,E,8,8.3, ,E,8,0, ,E,8,0, ,E,8,0,X,E,8,0.9, ,E,8,1.8, ,E,8,3.8, ,E,8,0.1, ,E,8,16.9, ,E,8,11.9, ,E,8,6.9, ,E,8,2.8, ,E,8,1.7, ,E,8,0.7, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,16.9, ,E,8,11.9, ,E,8,6.9, ,E,8,2.8, ,E,8,1.7, ,E,8,0.7, ,E,8,0, ,E,8,0, ,E,8,10.1, ,E,8,8.8, ,E,8,1.87, ,E,8,10.64, ,E,8
USW00093107,24-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,24,99,56.9, ,E,8,66.8, ,E,8,47, ,E,8,19.8, ,E,8,8.2, ,E,8,0, ,E,8,0, ,E,8,0,X,E,8,0.9, ,E,8,1.8, ,E,8,3.8, ,E,8,0.1, ,E,8,16.9, ,E,8,11.9, ,E,8,6.9, ,E,8,2.8, ,E,8,1.7, ,E,8,0.7, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,16.9, ,E,8,11.9, ,E,8,6.9, ,E,8,2.8, ,E,8,1.7, ,E,8,0.7, ,E,8,0, ,E,8,0, ,E,8,10.1, ,E,8,8.8, ,E,8,1.95, ,E,8,10.72, ,E,8
USW00093107,25-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,25,99,57, ,E,8,66.9, ,E,8,47, ,E,8,19.9, ,E,8,8.2, ,E,8,0, ,E,8,0, ,E,8,0,X,E,8,0.9, ,E,8,1.8, ,E,8,3.8, ,E,8,0.1, ,E,8,17, ,E,8,12, ,E,8,7, ,E,8,2.9, ,E,8,1.8, ,E,8,0.7, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,17, ,E,8,12, ,E,8,7, ,E,8,2.9, ,E,8,1.8, ,E,8,0.7, ,E,8,0, ,E,8,0, ,E,8,10.2, ,E,8,8.9, ,E,8,2.03, ,E,8,10.8, ,E,8
USW00093107,26-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,26,99,57, ,E,8,67, ,E,8,47, ,E,8,20, ,E,8,8.1, ,E,8,0, ,E,8,0, ,E,8,0,X,E,8,0.9, ,E,8,1.8, ,E,8,3.7, ,E,8,0.1, ,E,8,17, ,E,8,12, ,E,8,7, ,E,8,2.9, ,E,8,1.8, ,E,8,0.8, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,17, ,E,8,12, ,E,8,7, ,E,8,2.9, ,E,8,1.8, ,E,8,0.8, ,E,8,0, ,E,8,0, ,E,8,10.2, ,E,8,8.9, ,E,8,2.11, ,E,8,10.88, ,E,8
USW00093107,27-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,27,99,57.1, ,E,8,67.1, ,E,8,47, ,E,8,20.1, ,E,8,8, ,E,8,0, ,E,8,0, ,E,8,0,X,E,8,0.9, ,E,8,1.8, ,E,8,3.7, ,E,8,0.1, ,E,8,17.1, ,E,8,12.1, ,E,8,7.1, ,E,8,3, ,E,8,1.8, ,E,8,0.8, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,17.1, ,E,8,12.1, ,E,8,7.1, ,E,8,3, ,E,8,1.8, ,E,8,0.8, ,E,8,0, ,E,8,0, ,E,8,10.3, ,E,8,8.9, ,E,8,2.19, ,E,8,10.96, ,E,8
USW00093107,28-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,28,99,57.1, ,E,8,67.2, ,E,8,47.1, ,E,8,20.2, ,E,8,8, ,E,8,0, ,E,8,0, ,E,8,0,X,E,8,0.9, ,E,8,1.7, ,E,8,3.7, ,E,8,0.1, ,E,8,17.1, ,E,8,12.1, ,E,8,7.2, ,E,8,3, ,E,8,1.9, ,E,8,0.8, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,17.1, ,E,8,12.1, ,E,8,7.2, ,E,8,3, ,E,8,1.9, ,E,8,0.8, ,E,8,0, ,E,8,0, ,E,8,10.3, ,E,8,9, ,E,8,2.25, ,E,8,11.02, ,E,8
USW00093107,29-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,29,99,57.2, ,E,8,67.3, ,E,8,47.1, ,E,8,20.2, ,E,8,7.9, ,E,8,0, ,E,8,0, ,E,8,0,X,E,8,0.9, ,E,8,1.7, ,E,8,3.7, ,E,8,0.1, ,E,8,17.2, ,E,8,12.2, ,E,8,7.2, ,E,8,3.1, ,E,8,1.9, ,E,8,0.9, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,17.2, ,E,8,12.2, ,E,8,7.2, ,E,8,3.1, ,E,8,1.9, ,E,8,0.9, ,E,8,0, ,E,8,0, ,E,8,10.4, ,E,8,9, ,E,8,2.32, ,E,8,11.09, ,E,8
USW00093107,30-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,30,99,57.3, ,E,8,67.4, ,E,8,47.1, ,E,8,20.3, ,E,8,7.8, ,E,8,0, ,E,8,0, ,E,8,0,X,E,8,0.8, ,E,8,1.7, ,E,8,3.6, ,E,8,0.1, ,E,8,17.3, ,E,8,12.3, ,E,8,7.3, ,E,8,3.1, ,E,8,2, ,E,8,0.9, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,17.3, ,E,8,12.3, ,E,8,7.3, ,E,8,3.1, ,E,8,2, ,E,8,0.9, ,E,8,0, ,E,8,0, ,E,8,10.4, ,E,8,9.1, ,E,8,2.38, ,E,8,11.15, ,E,8
USW00093107,31-Dec,32.8667,-117.1333,145.4,"SAN DIEGO MIRAMAR NAS, CA US",12,31,99,57.4, ,E,8,67.6, ,E,8,47.1, ,E,8,20.4, ,E,8,7.8, ,E,8,0, ,E,8,0, ,E,8,0,X,E,8,0.8, ,E,8,1.7, ,E,8,3.6, ,E,8,0.1, ,E,8,17.4, ,E,8,12.4, ,E,8,7.4, ,E,8,3.2, ,E,8,2, ,E,8,0.9, ,E,8,0, ,E,8,0, ,E,8,0.1, ,E,8,17.4, ,E,8,12.4, ,E,8,7.4, ,E,8,3.2, ,E,8,2, ,E,8,0.9, ,E,8,0, ,E,8,0, ,E,8,10.5, ,E,8,9.1, ,E,8,2.43, ,E,8,11.2, ,E,8
